topic_id,display_name,description,keywords,domain,field,subfield,paper_count,percentage
https://openalex.org/T10519,Advanced Proteomics Techniques and Applications,"This cluster of papers covers advancements in mass spectrometry techniques, with a focus on proteomics, quantitative analysis, protein identification, phosphoproteomics, and biomarker discovery. It includes topics such as label-free quantification, tandem mass spectrometry, protein phosphorylation, and data-independent acquisition.",Proteomics; Mass Spectrometry; Quantitative Analysis; Protein Identification; Phosphoproteomics; Biomarker Discovery; Label-free Quantification; Tandem Mass Spectrometry; Protein Phosphorylation; Data-independent Acquisition,Physical Sciences,Chemistry,Spectroscopy,19,0.01
https://openalex.org/T10534,Structural Health Monitoring Techniques,"This cluster of papers covers advancements in structural health monitoring techniques, including vibration-based damage identification, wireless sensor networks, modal identification, structural damage detection, model updating, Bayesian system identification, deep learning applications, sensor networks, environmental effects, and nonlinear dynamics.",Vibration-based Damage Identification; Wireless Sensors; Modal Identification; Structural Damage Detection; Model Updating; Bayesian System Identification; Deep Learning Applications; Sensor Networks; Environmental Effects; Nonlinear Dynamics,Physical Sciences,Engineering,Civil and Structural Engineering,19,0.01
https://openalex.org/T10586,Robotic Path Planning Algorithms,"This cluster of papers focuses on sampling-based algorithms, optimal motion planning, and path planning for robot navigation. It covers topics such as collision avoidance, real-time planning, kinodynamic planning, probabilistic roadmaps, multi-agent systems, and autonomous vehicles.",Sampling-Based Algorithms; Optimal Motion Planning; Path Planning; Collision Avoidance; Robot Navigation; Real-Time Planning; Kinodynamic Planning; Probabilistic Roadmaps; Multi-Agent Systems; Autonomous Vehicles,Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,19,0.01
https://openalex.org/T10684,Acute Kidney Injury Research,"This cluster of papers focuses on the management, outcomes, and biomarkers of acute kidney injury (AKI), including its association with critical care, sepsis, chronic kidney disease, and contrast-induced nephropathy. The papers also discuss the use of hemodialysis and the prognosis of patients with AKI.",Acute Kidney Injury; Biomarkers; Renal Failure; Nephrotoxicity; Critical Care; Sepsis; Chronic Kidney Disease; Hemodialysis; Contrast-Induced Nephropathy; Prognosis,Health Sciences,Medicine,Nephrology,19,0.01
https://openalex.org/T10823,Research on Leishmaniasis Studies,"This cluster of papers covers a wide range of topics related to leishmaniasis, including its global incidence, treatment, diagnosis, parasite biology, immunity, drug resistance, sandfly vectors, vaccine development, epidemiology, and the impact of the disease on society. The papers discuss various challenges and opportunities in the management and control of leishmaniasis.",Leishmaniasis; Treatment; Diagnosis; Parasite; Immunity; Drug Resistance; Sandflies; Vaccine Development; Epidemiology; Protozoan Infections,Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",19,0.01
https://openalex.org/T10869,Polysaccharides and Plant Cell Walls,"This cluster of papers explores the structure, biosynthesis, and functions of plant cell walls, focusing on components such as pectin, hemicelluloses, and cellulose synthesis. It also investigates the immunomodulatory and biomedical applications of plant polysaccharides, as well as the role of expansins in cell wall loosening.",Pectin; Hemicelluloses; Cellulose Synthesis; Polysaccharides; Immune Recognition; Expansins; Molecular Structure; Enzymes; Biomedical Applications; Arabinogalactan Proteins,Life Sciences,Agricultural and Biological Sciences,Plant Science,19,0.01
https://openalex.org/T10917,Smart Grid Security and Resilience,"This cluster of papers focuses on the security challenges in smart grid systems, including cyber-physical attacks, false data injection attacks, communication network vulnerabilities, SCADA system security, privacy concerns, and detection of various types of attacks such as denial-of-service attacks. The papers also explore the application of machine learning for attack detection and mitigation.",Smart Grid; Cyber-Physical Systems; Security; False Data Injection Attacks; Communication Networks; SCADA Systems; Privacy; Attack Detection; Denial-of-Service Attacks; Machine Learning,Physical Sciences,Engineering,Control and Systems Engineering,19,0.01
https://openalex.org/T10970,Team Dynamics and Performance,"This cluster of papers explores the temporal dynamics, cognitive processes, and performance outcomes of team collaboration, with a focus on shared mental models, virtual teams, transactive memory systems, and group communication. It delves into the challenges and strategies for effective teamwork in global, virtual, and distributed settings, emphasizing the importance of leadership, knowledge sharing, and cognitive diversity in enhancing team effectiveness.",Team Processes; Shared Mental Models; Virtual Teams; Transactive Memory Systems; Group Communication; Team Effectiveness; Global Collaboration; Leadership in Teams; Knowledge Sharing; Cognitive Diversity,Social Sciences,Psychology,Social Psychology,19,0.01
https://openalex.org/T11012,Gas Dynamics and Kinetic Theory,"This cluster of papers focuses on mathematical and computational aspects of collisional kinetic theory, with applications to rarefied gas flows, hypersonic aerothermodynamics, and thermal protection systems. It covers topics such as the Boltzmann equation, numerical methods for kinetic equations, gas-surface interactions, microflows, and ablation properties of materials.",Kinetic Theory; Boltzmann Equation; Rarefied Flows; Numerical Methods; Thermal Protection Systems; Hypersonic Flows; Vlasov Equation; Gas-Solid Interfaces; Microflows; Ablative Materials,Physical Sciences,Mathematics,Applied Mathematics,19,0.01
https://openalex.org/T11087,Solidification and crystal growth phenomena,"This cluster of papers focuses on the application of phase-field models to study microstructure evolution, solidification, crystal growth, and elasticity in materials science. It covers topics such as diffuse interface methods for simulating complex fluids, modeling of multicomponent alloys, dendritic growth, and thermodynamically consistent numerical simulations.",Phase-Field Models; Solidification; Microstructure Evolution; Crystal Growth; Diffuse Interface Method; Elasticity; Multicomponent Alloys; Dendritic Growth; Thermodynamic Consistency; Numerical Simulation,Physical Sciences,Materials Science,Materials Chemistry,19,0.01
https://openalex.org/T11195,Simulation Techniques and Applications,"This cluster of papers focuses on the optimization techniques, verification, and validation of simulation models, with an emphasis on agent-based modeling, parallel simulation systems, metamodeling, stochastic approximation, and discrete-event simulation. It also explores the use of sequential procedures in complex adaptive systems and addresses the challenges in modeling and simulation.",Simulation Optimization; Verification and Validation; Agent-Based Modeling; Parallel Simulation Systems; Metamodeling; Stochastic Approximation; Discrete-Event Simulation; Sequential Procedures; Complex Adaptive Systems; Modeling and Simulation,Social Sciences,Decision Sciences,Management Science and Operations Research,19,0.01
https://openalex.org/T11321,Error Correcting Code Techniques,"This cluster of papers focuses on the design, analysis, and implementation of Low-Density Parity-Check (LDPC) codes and Polar codes for efficient and reliable channel coding. The papers cover topics such as factor graphs, sum-product algorithm, belief propagation, iterative decoding, capacity-achieving codes, stochastic computing, and error correction techniques.",LDPC Codes; Polar Codes; Factor Graphs; Sum-Product Algorithm; Belief Propagation; Channel Coding; Iterative Decoding; Capacity-Achieving Codes; Stochastic Computing; Error Correction,Physical Sciences,Computer Science,Computer Networks and Communications,19,0.01
https://openalex.org/T11484,Adaptive optics and wavefront sensing,"This cluster of papers focuses on the development, principles, and applications of adaptive optics in astronomy and space telescopes. It covers topics such as wavefront sensing, high angular resolution imaging, laser guide star systems, atmospheric turbulence, deformable mirrors, and the performance of adaptive optics systems in various observatories.",Adaptive Optics; Wavefront Sensing; Space Telescopes; High Angular Resolution; Laser Guide Star; Atmospheric Turbulence; Shack-Hartmann Sensor; Deformable Mirror; Astronomical Imaging; Optical Turbulence,Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",19,0.01
https://openalex.org/T11593,Carbon dioxide utilization in catalysis,"This cluster of papers focuses on the utilization of carbon dioxide as a feedstock for chemical synthesis, including catalytic conversion to cyclic carbonates, hydrogenation to formic acid, and its use in organic transformation and polyurethane production. The research emphasizes the development of sustainable processes and homogeneous catalysts for CO2 utilization in various chemical reactions.",Carbon Dioxide; Catalysis; Chemical Synthesis; Hydrogenation; Cyclic Carbonates; Formic Acid; Organic Transformation; Polyurethanes; Homogeneous Catalysts; Renewable Feedstock,Physical Sciences,Chemical Engineering,Process Chemistry and Technology,19,0.01
https://openalex.org/T11931,Organoselenium and organotellurium chemistry,"This cluster of papers focuses on the toxicology, pharmacology, and chemistry of organoselenium compounds, including their role as antioxidants, glutathione peroxidase mimetics, and potential therapeutic agents. It also explores the catalytic reactions and biological pathways associated with these compounds, as well as their interactions with tellurium and their chemopreventive properties.",Organoselenium Compounds; Selenium Reagents; Glutathione Peroxidase Activity; Ebselen; Antioxidant Compounds; Tellurium Chemistry; Catalytic Reactions; Synthetic Antioxidants; Biological Pathways; Chemopreventive Agents,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,19,0.01
https://openalex.org/T11969,Fluoride Effects and Removal,"This cluster of papers focuses on the contamination of drinking water by fluoride and various methods for its removal, including adsorption and defluoridation. The papers cover topics such as fluoride toxicity, environmental impact, groundwater contamination, health effects, and the use of different materials and technologies for removing fluoride from water.",Fluoride; Drinking Water; Defluoridation; Adsorption; Toxicity; Groundwater; Removal; Health Effects; Sorption; Environmental Impact,Physical Sciences,Environmental Science,Water Science and Technology,19,0.01
https://openalex.org/T12029,DNA and Biological Computing,"This cluster of papers explores the advancements in DNA-based computing, molecular computation, and data storage techniques using nucleic acids. It covers topics such as spiking neural P systems, membrane computing, error-correcting codes for DNA data storage, genetic algorithms, and the potential of DNA as a medium for digital data storage. The research also delves into the challenges and future prospects of utilizing DNA for information processing and storage.",DNA Computing; Molecular Computation; Data Storage; Spiking Neural P Systems; Membrane Computing; Error-Correcting Codes; Biological Information Storage; Nucleic Acid Memory; Genetic Algorithms; Digital Data Storage,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,19,0.01
https://openalex.org/T12118,Forest Biomass Utilization and Management,"This cluster of papers focuses on the optimization and sustainable management of biomass supply chains for bioenergy production. It covers topics such as logistics, life cycle assessment, uncertainty, multiobjective optimization, and the use of Geographic Information Systems (GIS) to analyze biomass resources and facilities locations.",Biomass; Supply Chain; Logistics; Bioenergy; Optimization; Sustainability; Life Cycle Assessment; Uncertainty; Multiobjective; GIS,Physical Sciences,Engineering,Mechanics of Materials,19,0.01
https://openalex.org/T12124,Engineering Education and Curriculum Development,"This cluster of papers focuses on the development and assessment of engineering education, with an emphasis on outcome-based education, curriculum development, and the acquisition of professional skills. It explores topics such as accreditation, globalization's impact, and the importance of lifelong learning and teamwork skills in engineering. The papers also discuss competency-based models and various assessment methods in the context of engineering education.",Engineering Education; Curriculum Development; Outcome-Based Education; Assessment Methods; Professional Skills; Globalization; Accreditation; Lifelong Learning; Teamwork Skills; Competency-based Models,Physical Sciences,Engineering,Media Technology,19,0.01
https://openalex.org/T12174,Hospital Admissions and Outcomes,"This cluster of papers focuses on the impact of hospital handoffs, resident duty hours, and weekend admission on patient safety, medical errors, and continuity of care. It explores communication failures, strategies for improvement, and the effects of duty hour restrictions on patient outcomes. The cluster also addresses the use of SBAR technique, nursing handover practices, and the overall quality of care during hospital handoffs.",Hospital Handoffs; Patient Safety; Medical Errors; Resident Duty Hours; Communication; Weekend Admission; Nursing Handover; SBAR Technique; Continuity of Care; Quality of Care,Health Sciences,Medicine,Emergency Medicine,19,0.01
https://openalex.org/T12388,Identification and Quantification in Food,"This cluster of papers focuses on the use of DNA barcoding and PCR-based methods for authenticating food products, detecting fraud, and identifying species in fish and meat. It addresses issues such as market substitution, mislabeling, and adulteration, with a specific emphasis on traceability and species identification in the food industry.",DNA Barcoding; Food Authentication; Fraud Detection; Species Identification; Fish Species; Meat Products; PCR-based Methods; Adulteration; Market Substitution; Traceability,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,19,0.01
https://openalex.org/T12504,Mathematics and Applications,"This cluster of papers covers a wide range of topics in geometric mathematics, including hyperbolic geometry, loops, billiards in ellipses, Poncelet's theorem, Moufang loops, trigonometry, algebraic structures, and their applications in relativity and inversive geometry.",Geometry; Hyperbolic; Loops; Billiards; Poncelet; Moufang; Trigonometry; Algebraic; Relativity; Inversive,Physical Sciences,Mathematics,Geometry and Topology,19,0.01
https://openalex.org/T12647,Traditional Chinese Medicine Studies,"This cluster of papers explores the integration of traditional medicine, such as Traditional Chinese Medicine and Ayurveda, with modern scientific approaches. It covers topics such as syndrome differentiation, herbal formulae, tongue diagnosis, constitutional typology, genomic analysis, and precision medicine. The focus is on understanding the principles and applications of traditional medicine in the context of contemporary healthcare.",Traditional Chinese Medicine; Ayurveda; Syndrome Differentiation; Herbal Formulae; Integrative Medicine; Tongue Diagnosis; Constitutional Typology; Genomic Analysis; Precision Medicine; Health Maintenance,Health Sciences,Medicine,Complementary and alternative medicine,19,0.01
https://openalex.org/T12875,Thermal Expansion and Ionic Conductivity,"This cluster of papers focuses on the phenomenon of negative thermal expansion in various materials, including perovskites, framework compounds, and antiperovskite compounds. It explores the mechanisms, controllability, and technological applications of negative thermal expansion, as well as its correlation with superconductivity and magnetic properties. Additionally, it discusses the development of sodium-beta alumina batteries and the associated challenges and perspectives.",Negative Thermal Expansion; Materials; Perovskite; Framework; Superconductivity; Magnetic Nanocrystals; Lattice Dynamics; Antiperovskite Compounds; Anomalous Physical Properties; Sodium-Beta Alumina Batteries,Physical Sciences,Materials Science,Materials Chemistry,19,0.01
https://openalex.org/T13123,Advances in Oncology and Radiotherapy,"This cluster of papers focuses on the global access to radiotherapy, including its role in cancer treatment, the expansion of access in low- and middle-income countries, workforce analysis, health economics, and infrastructure assessment. The papers also address the demand estimation for radiotherapy, medical education in oncology, and resource planning for optimal utilization.",Radiotherapy; Global Access; Cancer Treatment; Medical Education; Health Economics; Resource Planning; Workforce Analysis; Low- and Middle-Income Countries; Infrastructure Assessment; Demand Estimation,Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",19,0.01
https://openalex.org/T13154,Legal and Regulatory Analysis,"This cluster of papers covers a wide range of topics related to transport policy, legal regulation, economic security, public oversight, international trade law, logistics business processes, high-tech enterprises, regional industry modernization, hygienic condition, and environmental technologies.",Transport Policy; Legal Regulation; Economic Security; Public Oversight; International Trade Law; Logistics Business Processes; High-Tech Enterprises; Regional Industry Modernization; Hygienic Condition; Environmental Technologies,Social Sciences,Social Sciences,Transportation,19,0.01
https://openalex.org/T13190,Engineering and Environmental Studies,"This cluster of papers focuses on innovative mining technology, sustainable development, and environmental management in the context of resource extraction. It covers topics such as numerical modeling, gas transportation, welding techniques, and economic principles related to the mining industry.",Mining; Technology; Sustainable Development; Innovation; Environmental Management; Resource Extraction; Numerical Modeling; Gas Transportation; Welding; Economic Principles,Physical Sciences,Engineering,Ocean Engineering,19,0.01
https://openalex.org/T13270,QR Code Applications and Technologies,"This cluster of papers explores the diverse applications of QR codes in fields such as mobile technology, education, security, and authentication. It delves into the use of QR codes for data storage, mobile phone interaction, and their potential impact on various industries. The papers also discuss the challenges and innovations related to QR code technology.",QR Codes; Mobile Phones; Barcodes; Security; Applications; Education; Camera Readers; Data Capacity; Authentication; Digital Innovation,Physical Sciences,Computer Science,Information Systems,19,0.01
https://openalex.org/T13370,Diverse Scientific and Economic Studies,"This cluster of papers covers topics related to dynamic economic modeling, financial analysis, monetary policy, asset pricing, panel data models, market competition, investment contracts, and macroeconomic time series. It explores various aspects of economic evaluation, stock prices, fiscal stabilizations, and the impact of different macroeconomic variables on financial markets.",Financial Analysis; Monetary Policy; Asset Pricing; Panel Data Models; Economic Evaluation; Stock Prices; Market Competition; Investment Contracts; Macroeconomic Time Series; Fiscal Stabilizations,Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,19,0.01
https://openalex.org/T13388,Rangeland and Wildlife Management,"This cluster of papers focuses on the factors influencing the resilience, conservation, and management of sagebrush ecosystems, with a particular emphasis on the impact of invasive species, wildlife habitat preservation, fire ecology, and the effects of climate change. It addresses the challenges and strategies for maintaining biodiversity and ecological balance in sagebrush landscapes.",Sagebrush; Ecosystem; Conservation; Invasive Species; Wildlife Habitat; Fire; Resilience; Biodiversity; Grazing; Climate Change,Physical Sciences,Environmental Science,Ecology,19,0.01
https://openalex.org/T13720,Benford’s Law and Fraud Detection,"This cluster of papers focuses on the statistical analysis and applications of Benford's Law, a phenomenon that describes the frequency distribution of leading digits in many real-life sets of numerical data. The papers cover topics such as fraud detection, election irregularities, data authenticity, financial data analysis, forensic accounting, and the application of Benford's Law to monitor and assess the quality of COVID-19 reporting.",Benford's Law; fraud detection; election irregularities; data authenticity; financial data; statistical analysis; forensic accounting; COVID-19 reporting; accounting data manipulation; data quality,Physical Sciences,Mathematics,Statistics and Probability,19,0.01
https://openalex.org/T13725,Pineapple and bromelain studies,"This cluster of papers focuses on the biochemistry, pharmacology, and medical applications of bromelain, a protease enzyme found in pineapple. The research covers topics such as extraction methods, purification strategies, therapeutic potential in treating conditions like osteoarthritis and cancer, anti-inflammatory effects, and industrial applications. Clinical studies and in vitro experiments demonstrate its potential as an anti-cancer agent and its ability to reduce inflammation.",Bromelain; Pineapple; Protease; Therapeutic Application; Extraction; Anti-inflammatory; Enzyme; Cancer; Purification; Clinical Studies,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,19,0.01
https://openalex.org/T13726,International Science and Diplomacy,"This cluster of papers explores the intersection of science, technology, and foreign affairs, with a focus on science diplomacy, national approaches to S&T policies, innovation diplomacy, and the impact of research infrastructures on international relations. It delves into the role of biomedical research, governance in networks, and the economic impact of technological procurement. The papers also discuss the challenges and opportunities in global collaboration and highlight the importance of diplomatic knowledge in shaping science and technology policies.",Science Diplomacy; S&T Policies; Foreign Affairs; Innovation Diplomacy; Research Infrastructures; International Relations; Global Collaboration; Biomedical Research; National Approaches; Diplomatic Knowledge,Social Sciences,Social Sciences,Political Science and International Relations,19,0.01
https://openalex.org/T14160,Water management and technologies,"This cluster of papers explores the evolution and historical development of water management, wastewater technologies, and urban water supply systems in ancient civilizations. It focuses on the use of qanats, sustainable management practices in arid regions, and the development of hydro-technologies such as irrigation systems. The papers also discuss the challenges and opportunities for sustainable water management in historical contexts.",Water Management; Ancient Civilizations; Qanats; Wastewater Management; Urban Water Supply; Historical Development; Arid Regions; Sustainable Management; Hydro-Technologies; Irrigation Systems,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",19,0.01
https://openalex.org/T10028,Topic Modeling,"This cluster of papers covers a wide range of advancements in natural language processing, including neural network architectures, word representation models, machine translation techniques, text classification algorithms, semantic similarity measures, named entity recognition methods, pretrained language models, sequence-to-sequence learning approaches, topic modeling strategies, and information retrieval systems.",Neural Networks; Word Representation; Machine Translation; Text Classification; Semantic Similarity; Named Entity Recognition; Pretrained Models; Sequence-to-Sequence Learning; Topic Modeling; Information Retrieval,Physical Sciences,Computer Science,Artificial Intelligence,18,0.01
https://openalex.org/T10050,Multi-Criteria Decision Making,"This cluster of papers focuses on the application and development of Multi-Criteria Decision Making (MCDM) methods, including Analytic Hierarchy Process (AHP), Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS), and various fuzzy set theories. The papers cover topics such as group decision making, supplier selection, environmental decision making, and the use of Geographic Information Systems (GIS) in decision analysis.",Analytic Hierarchy Process; TOPSIS; Fuzzy Sets; Group Decision Making; Supplier Selection; MCDM Methods; Intuitionistic Fuzzy Sets; Environmental Decision Making; GIS-based Decision Analysis; Belief Functions,Social Sciences,Decision Sciences,Management Science and Operations Research,18,0.01
https://openalex.org/T10062,MicroRNA in disease regulation,"This cluster of papers focuses on the role of microRNAs in gene expression regulation, particularly in the context of cancer development and progression. It covers topics such as microRNA biogenesis, targeting specificity, biomarker potential, and therapeutic applications in cancer treatment.",MicroRNA; Gene Expression; Cancer; Regulation; Biomarkers; Biogenesis; Targeting; Therapeutics; Metastasis; Dysregulation,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,18,0.01
https://openalex.org/T10134,Inflammatory Bowel Disease,"This cluster of papers explores the genetics, epidemiology, pathogenesis, and treatment of inflammatory bowel diseases such as Crohn's disease and ulcerative colitis. It covers topics such as host-microbe interactions, genetic susceptibility loci, immune system involvement, therapeutic targets, and the global burden of these diseases.",Inflammatory Bowel Disease; Crohn's Disease; Ulcerative Colitis; Genetics; Immunology; Therapies; Epidemiology; Pathogenesis; Biological Therapies; Mucosal Healing,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,18,0.01
https://openalex.org/T10159,Ionosphere and magnetosphere dynamics,"This cluster of papers focuses on the study of space weather, magnetospheric physics, and the interactions between the solar wind and Earth's magnetosphere. It covers topics such as magnetospheric dynamics, ionospheric variability, radiation belt dynamics, magnetic reconnection, plasma waves, and the impact of geomagnetic storms on the near-Earth space environment.",Magnetosphere; Ionosphere; Solar Wind; Geomagnetic Storms; Radiation Belts; Magnetic Reconnection; Plasma Waves; Space Environment Modeling; Electron Acceleration; Gravity Waves,Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,18,0.01
https://openalex.org/T10160,Seismic Performance and Analysis,"This cluster of papers covers advancements in seismic engineering, ground motion analysis, and probabilistic methods for assessing earthquake hazards. It includes topics such as structural dynamics, performance-based design, fragility functions, seismic retrofit, and empirical models for predicting ground motion parameters. The research contributes to improving the understanding of seismic behavior and enhancing the resilience of structures to earthquakes.",Seismic Engineering; Ground Motion; Probabilistic Analysis; Structural Dynamics; Earthquake Hazard; Performance-Based Design; Fragility Functions; Dynamic Analysis; Seismic Retrofit; Empirical Models,Physical Sciences,Engineering,Civil and Structural Engineering,18,0.01
https://openalex.org/T10223,Microgrid Control and Optimization,"This cluster of papers focuses on the control, synchronization, and management of microgrid systems, with an emphasis on distributed power generation, energy storage technologies, and grid integration of renewable energy sources. The research covers various aspects such as voltage and frequency control, decentralized control strategies, virtual synchronous generators, and the application of power electronics in smart grid environments.",Microgrid Control; Distributed Power Generation; Energy Storage Systems; Grid Synchronization; Renewable Energy Integration; Power Electronics; Voltage and Frequency Control; Decentralized Control; Virtual Synchronous Generators; Smart Grid Applications,Physical Sciences,Engineering,Control and Systems Engineering,18,0.01
https://openalex.org/T10419,Pharmaceutical and Antibiotic Environmental Impacts,"This cluster of papers focuses on the occurrence, impact, and removal of antibiotics and antibiotic resistance genes in aquatic environments and wastewater. It explores the presence of pharmaceuticals, hormones, and other organic contaminants, as well as their effects on microbial communities and ecological systems. The cluster also delves into the mechanisms of antibiotic resistance, horizontal gene transfer, and the environmental risks associated with antibiotic pollution.",Antibiotics; Resistance Genes; Wastewater Contaminants; Aquatic Environment; Pharmaceuticals; Environmental Impact; Microbial Communities; Removal Methods; Ecotoxicity; Horizontal Gene Transfer,Physical Sciences,Environmental Science,Pollution,18,0.01
https://openalex.org/T10629,Health Policy Implementation Science,"This cluster of papers focuses on the advancement of evidence-based practice implementation in healthcare, with a particular emphasis on implementation science, qualitative research methods, healthcare interventions, behavior change, complex interventions, mixed methods research, fidelity of implementation, knowledge translation, and evidence-based practice. The papers cover a wide range of topics related to improving the quality and effectiveness of healthcare delivery through the rigorous study and application of implementation strategies.",Implementation Science; Qualitative Research; Healthcare Interventions; Behavior Change; Complex Interventions; Mixed Methods Research; Fidelity of Implementation; Knowledge Translation; Evidence-Based Practice; Health Services Research,Health Sciences,Health Professions,General Health Professions,18,0.01
https://openalex.org/T10654,Pneumonia and Respiratory Infections,"This cluster of papers focuses on the management, epidemiology, and vaccination strategies for pneumonia, with a specific emphasis on community-acquired pneumonia and the role of Streptococcus pneumoniae. It covers topics such as the efficacy and safety of pneumococcal conjugate vaccines, burden of disease in children, antimicrobial resistance, and global estimates of morbidity and mortality due to lower respiratory infections.",Pneumococcal Conjugate Vaccine; Community-Acquired Pneumonia; Streptococcus Pneumoniae; Antimicrobial Resistance; Childhood Pneumonia; Invasive Pneumococcal Disease; Clinical Practice Guidelines; Vaccination; Epidemiology; Respiratory Infections,Health Sciences,Medicine,Epidemiology,18,0.01
https://openalex.org/T10695,Parasites and Host Interactions,"This cluster of papers focuses on the global impact, epidemiology, control strategies, and immune responses related to helminth infections, with a specific emphasis on schistosomiasis and soil-transmitted helminths. The papers cover topics such as disease burden, neglected tropical diseases, immunomodulation by parasites, and the use of praziquantel for treatment.",Helminth Infections; Schistosomiasis; Soil-Transmitted Helminths; Neglected Tropical Diseases; Immunomodulation; Parasite Control; Disease Burden; Praziquantel; Immune Regulation; Global Epidemiology,Life Sciences,Immunology and Microbiology,Parasitology,18,0.01
https://openalex.org/T10850,Heat Transfer and Boiling Studies,"This cluster of papers focuses on fundamental issues related to flow boiling heat transfer, particularly in microchannels and minichannels. It covers topics such as two-phase flow, nucleate boiling, condensation, heat exchangers, and pulsating heat pipes. The research explores various aspects of heat transfer and fluid dynamics in small-scale channels, with applications in thermal management and heat exchanger design.",Microchannels; Boiling Heat Transfer; Two-Phase Flow; Heat Transfer; Pulsating Heat Pipes; Nucleate Boiling; Condensation; Heat Exchangers; Pool Boiling; Heat Pipe,Physical Sciences,Engineering,Mechanical Engineering,18,0.01
https://openalex.org/T10899,Advanced Operator Algebra Research,"This cluster of papers focuses on the classification, properties, and applications of C*-algebras, including topics such as quantum groups, noncommutative geometry, K-theory, locally compact groups, von Neumann algebras, quantum field theory, group actions, operator systems, and spectral triples.",C*-Algebras; Quantum Groups; Noncommutative Geometry; K-Theory; Locally Compact Groups; Von Neumann Algebras; Quantum Field Theory; Group Actions; Operator Systems; Spectral Triples,Physical Sciences,Mathematics,Mathematical Physics,18,0.01
https://openalex.org/T10978,Prenatal Screening and Diagnostics,"This cluster of papers focuses on the various techniques and methods for diagnosing and screening prenatal aneuploidy, including the use of maternal plasma DNA sequencing, noninvasive prenatal testing, preimplantation genetic diagnosis, and fetal DNA analysis. It also covers topics such as chromosomal abnormalities, trisomy detection, and genomic sequencing in the context of prenatal diagnosis.",Prenatal Diagnosis; Aneuploidy Screening; Maternal Plasma DNA Sequencing; Noninvasive Prenatal Testing; Chromosomal Abnormalities; Preimplantation Genetic Diagnosis; Fetal DNA Analysis; Cell-Free DNA; Trisomy Detection; Genomic Sequencing,Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",18,0.01
https://openalex.org/T11122,Online Learning and Analytics,"This cluster of papers focuses on the application of educational data mining and learning analytics in the context of online education, particularly Massive Open Online Courses (MOOCs). It explores topics such as predictive analysis of student performance, machine learning techniques for student engagement, and the impact of data-driven education on online learning. The cluster also delves into the challenges and opportunities associated with implementing learning analytics in higher education.",Educational Data Mining; Learning Analytics; Massive Open Online Courses; Predictive Analysis; Student Engagement; Machine Learning; MOOCs; Online Learning; Data-driven Education; Student Performance Prediction,Physical Sciences,Computer Science,Computer Science Applications,18,0.01
https://openalex.org/T11131,Proteoglycans and glycosaminoglycans research,"This cluster of papers explores the role of extracellular matrix components such as hyaluronan, proteoglycans, and heparan sulfate in regulating cell signaling, synaptic plasticity, inflammation, and angiogenesis. It delves into the molecular interactions and functions of these matrix molecules in various biological processes.",Hyaluronan; Proteoglycans; Heparan Sulfate; CD44; Cell Signaling; Glycosaminoglycans; Toll-like Receptors; Synaptic Plasticity; Inflammation; Angiogenesis,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,18,0.01
https://openalex.org/T11296,COVID-19 and healthcare impacts,"This cluster of papers focuses on the impact of the COVID-19 pandemic on cancer patients, healthcare systems, and clinical outcomes. It covers topics such as mortality, surgery, delayed diagnosis and treatment, emergency department visits, and the management of cancer care during the pandemic.",Cancer; COVID-19; Pandemic; Mortality; Surgery; Healthcare; Emergency Department Visits; Oncology; Clinical Trials; Stroke,Health Sciences,Medicine,Oncology,18,0.01
https://openalex.org/T11302,CO2 Sequestration and Geologic Interactions,"This cluster of papers focuses on the geological storage of carbon dioxide (CO2) as a method for mitigating climate change. It covers topics such as CO2 sequestration, mineral carbonation, reactive transport modeling, caprock integrity, and the role of saline aquifers in storing CO2. The papers explore the potential of deep sedimentary formations for long-term storage and investigate the geochemical processes involved in CO2 capture and storage.",CO2 Sequestration; Geological Storage; Carbon Capture; Mineral Carbonation; Geochemical Modeling; Saline Aquifers; Reactive Transport; Caprock Integrity; Deep Sedimentary Formations; Weathering Rates,Physical Sciences,Environmental Science,Environmental Engineering,18,0.01
